key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_4.keys,key_resp_4.rt,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,next_letter.ran,letter,participant,Wiek*,Płeć,date,expName,psychopyVersion,OS,frameRate,study_id,session,simple_recall,key_resp_5.keys,key_resp_5.rt,simple_recall_corr,simple_recall_corrkeys,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_level.ran,key_resp_2.keys,key_resp_2.rt,digit_answer,key_resp.keys,key_resp.corr,key_resp.rt,RT_list,next_equation.thisRepN,next_equation.thisTrialN,next_equation.thisN,next_equation.thisIndex,next_equation.ran,Task,Trial,Problem,Operation_answer,processing_score,sumRT,meanRT,sumdiff,sd,RT,key_resp_3.keys,key_resp_3.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,operation_correct,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,repeat_if_wrong_prac.ran,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,span_size_prac.ran,complex_recall_practice,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,complex_prac_corr,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_recall_prac.ran,key_resp_10.keys,key_resp_10.rt,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,repeat_if_wrong.ran,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,span_size.ran,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,complex_recall_corr,complex_recall_corrkeys,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_recall.ran,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,random_loop.thisRepN,random_loop.thisTrialN,random_loop.thisN,random_loop.thisIndex,random_loop.ran,key_resp_12.keys,key_resp_12.rt
space,125.736,space,12.8759,space,6.4155,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,60cb82b9065703e89e7211a0,19,Mężczyzna,2022-06-11_09h40.05.766,task,2021.1.4,Win32,74.97375918,6299f149e92ead563fba08ef,62a441d5f8ca17fcfab2d5b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,60cb82b9065703e89e7211a0,19,Mężczyzna,2022-06-11_09h40.05.766,task,2021.1.4,Win32,74.97375918,6299f149e92ead563fba08ef,62a441d5f8ca17fcfab2d5b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,60cb82b9065703e89e7211a0,19,Mężczyzna,2022-06-11_09h40.05.766,task,2021.1.4,Win32,74.97375918,6299f149e92ead563fba08ef,62a441d5f8ca17fcfab2d5b1,zk,"[""z"",""k""]","[2.3172000000179196,2.768700000017816,3.6432000000179414]",1,ZK,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,60cb82b9065703e89e7211a0,19,Mężczyzna,2022-06-11_09h40.05.766,task,2021.1.4,Win32,74.97375918,6299f149e92ead563fba08ef,62a441d5f8ca17fcfab2d5b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,60cb82b9065703e89e7211a0,19,Mężczyzna,2022-06-11_09h40.05.766,task,2021.1.4,Win32,74.97375918,6299f149e92ead563fba08ef,62a441d5f8ca17fcfab2d5b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,60cb82b9065703e89e7211a0,19,Mężczyzna,2022-06-11_09h40.05.766,task,2021.1.4,Win32,74.97375918,6299f149e92ead563fba08ef,62a441d5f8ca17fcfab2d5b1,mn,"[""m"",""n""]","[11.303499999999985,11.354499999999916,11.848800000011806]",1,MN,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,60cb82b9065703e89e7211a0,19,Mężczyzna,2022-06-11_09h40.05.766,task,2021.1.4,Win32,74.97375918,6299f149e92ead563fba08ef,62a441d5f8ca17fcfab2d5b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,60cb82b9065703e89e7211a0,19,Mężczyzna,2022-06-11_09h40.05.766,task,2021.1.4,Win32,74.97375918,6299f149e92ead563fba08ef,62a441d5f8ca17fcfab2d5b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,60cb82b9065703e89e7211a0,19,Mężczyzna,2022-06-11_09h40.05.766,task,2021.1.4,Win32,74.97375918,6299f149e92ead563fba08ef,62a441d5f8ca17fcfab2d5b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,60cb82b9065703e89e7211a0,19,Mężczyzna,2022-06-11_09h40.05.766,task,2021.1.4,Win32,74.97375918,6299f149e92ead563fba08ef,62a441d5f8ca17fcfab2d5b1,wpx,"[""w"",""p"",""x""]","[0.5136999999881482,1.581799999982195,4.356000000000222,5.1676999999881446]",1,WPX,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
